scenario,method,acc_retain_unlearn,acc_forget_unlearn,acc_test_unlearn,acc_retain_orig,acc_forget_orig,acc_test_orig,forget_drop,retain_drop,test_drop,UQI,KL_retain,JS_retain,KL_test,JS_test,Agree_retain,Agree_test,MIA_AUC
subset2pct,GA,0.905982905982906,0.6666666666666666,0.9,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.017094017094017144,0.06666666666666665,-0.0418803418803419,3.641035318374634,0.3024343401193619,0.1784687638282776,0.02389114908874035,0.8888888888888888,0.9333333333333333,0.33333333333333337
subset2pct,Fisher,0.9145299145299145,0.3333333333333333,0.9,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.3333333333333333,0.008547008547008628,0.06666666666666665,0.2957264957264957,4.473048210144043,0.3708229809999466,0.15882134437561035,0.02417292818427086,0.8974358974358975,0.9333333333333333,0.22222222222222224
subset2pct,NegGradPlus,0.9145299145299145,0.6666666666666666,0.9666666666666667,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.008547008547008628,0.0,-0.004273504273504314,4.38050651550293,0.3689054548740387,0.2065102607011795,0.031061463057994843,0.8803418803418803,0.9333333333333333,0.22222222222222224
subset2pct,CF-k1,0.9145299145299145,0.6666666666666666,0.9333333333333333,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.008547008547008628,0.033333333333333326,-0.020940170940170977,4.789785861968994,0.4063650518655777,0.1554115265607834,0.023311898112297058,0.8974358974358975,0.9666666666666667,0.22222222222222224
subset2pct,EU-k1,0.9401709401709402,1.0,0.9666666666666667,0.9230769230769231,0.6666666666666666,0.9666666666666667,-0.33333333333333337,-0.017094017094017033,0.0,-0.32478632478632485,4.406576156616211,0.38525938987731934,0.1533549726009369,0.030070378445088863,0.905982905982906,0.9333333333333333,0.3333333333333333
subset2pct,SCRUB,0.9145299145299145,0.6666666666666666,0.9666666666666667,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.008547008547008628,0.0,-0.004273504273504314,4.625792026519775,0.3995455652475357,0.23006734251976013,0.04006063938140869,0.8974358974358975,0.8666666666666667,0.22222222222222224
subset2pct,SCRUB(+R),0.8974358974358975,1.0,0.9666666666666667,0.9230769230769231,0.6666666666666666,0.9666666666666667,-0.33333333333333337,0.02564102564102566,0.0,-0.3461538461538462,4.372114181518555,0.3631080090999603,0.2374553084373474,0.034940075129270554,0.8803418803418803,0.9333333333333333,0.22222222222222224
subset2pct,Certified,0.9145299145299145,0.6666666666666666,0.9333333333333333,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.008547008547008628,0.033333333333333326,-0.020940170940170977,4.6539201736450195,0.39921507239341736,0.18446098268032074,0.03393138758838177,0.8974358974358975,0.9,0.22222222222222224
subset2pct,Q-MUL,0.8974358974358975,0.6666666666666666,0.9,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.0,0.02564102564102566,0.06666666666666665,-0.046153846153846156,4.2598652839660645,0.36307933926582336,0.22505265474319458,0.043984344229102135,0.8803418803418803,0.8666666666666667,0.33333333333333337
subset2pct,LCA,0.905982905982906,0.3333333333333333,0.9,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.3333333333333333,0.017094017094017144,0.06666666666666665,0.2914529914529914,4.644848346710205,0.3918983042240143,0.25586429238319397,0.03187425062060356,0.8717948717948718,0.9333333333333333,0.22222222222222224
subset2pct,ADV-UNIFORM,0.9145299145299145,0.3333333333333333,0.9333333333333333,0.9230769230769231,0.6666666666666666,0.9666666666666667,0.3333333333333333,0.008547008547008628,0.033333333333333326,0.31239316239316234,4.371200084686279,0.35594354569911957,0.2564384341239929,0.02878740895539522,0.8974358974358975,0.9,0.22222222222222224
fullclass,GA,0.8375,0.975,0.8666666666666667,0.875,1.0,0.9666666666666667,0.025000000000000022,0.03749999999999998,0.09999999999999998,-0.043749999999999956,0.8616258502006531,0.2436470165848732,0.8795936703681946,0.2521563693881035,0.75,0.5333333333333333,
fullclass,Fisher,0.825,0.975,0.8666666666666667,0.875,1.0,0.9666666666666667,0.025000000000000022,0.050000000000000044,0.09999999999999998,-0.04999999999999999,0.8466018438339233,0.24145031720399857,0.9101434350013733,0.2605369761586189,0.7375,0.5333333333333333,
fullclass,NegGradPlus,0.8375,0.925,0.8,0.875,1.0,0.9666666666666667,0.07499999999999996,0.03749999999999998,0.16666666666666663,-0.027083333333333348,0.8991826772689819,0.25511036068201065,0.8503199815750122,0.2444026991724968,0.75,0.5666666666666667,
fullclass,CF-k1,0.8375,0.975,0.8333333333333334,0.875,1.0,0.9666666666666667,0.025000000000000022,0.03749999999999998,0.1333333333333333,-0.06041666666666662,0.8615562319755554,0.24530498683452606,0.9026015996932983,0.2590890899300575,0.75,0.5,
fullclass,EU-k1,0.8875,0.0,0.6,0.875,1.0,0.9666666666666667,1.0,-0.012499999999999956,0.3666666666666667,0.8229166666666666,0.6019378900527954,0.16371094435453415,0.47804614901542664,0.12861467525362968,0.725,0.7,
fullclass,SCRUB,0.825,0.95,0.8,0.875,1.0,0.9666666666666667,0.050000000000000044,0.050000000000000044,0.16666666666666663,-0.05833333333333329,0.867253303527832,0.24739381670951843,0.8895080089569092,0.2554774433374405,0.7375,0.5333333333333333,
fullclass,SCRUB(+R),0.8375,0.9,0.8333333333333334,0.875,1.0,0.9666666666666667,0.09999999999999998,0.03749999999999998,0.1333333333333333,0.014583333333333337,0.8805646896362305,0.2481764703989029,0.8493653535842896,0.24351872503757477,0.75,0.5333333333333333,
